id,url,zh_tw,ja,en,translate,note
2v,https://www.busfan.club/genre/2v,偷窥,盗撮・のぞき,Voyeur,偷窥,
uncensored-gre140,https://www.busfan.club/uncensored/genre/gre140,偷窺,のぞき,のぞき,偷窺,
uncensored-gre135,https://www.busfan.club/uncensored/genre/gre135,偷拍,盗撮,盗撮,偷拍,
2p,https://www.busfan.club/genre/2p,投稿,投稿,Homemade,投稿,
uncensored-163,https://www.busfan.club/uncensored/genre/163,投稿,投稿,投稿,投稿,
4p,https://www.busfan.club/genre/4p,兔女郎,バニーガール,Bunny Girl,兔女郎,
uncensored-gre161,https://www.busfan.club/uncensored/genre/gre161,兔女郎,バニーガール,Bunny girl,兔女郎,
uncensored-1bc,https://www.busfan.club/uncensored/genre/1bc,推薦作品,店長推薦作品,Editor's Pick,推薦作品,
uncensored-gre021,https://www.busfan.club/uncensored/genre/gre021,推銷,訪問販売,訪問販売,推銷,
u,https://www.busfan.club/genre/u,吞精,ごっくん,Cum Swallowing,吞精,
uncensored-gre103,https://www.busfan.club/uncensored/genre/gre103,吞精,ごっくん,Gokkun,吞精,
5b,https://www.busfan.club/genre/5b,娃娃,ドール,Doll,娃娃,
uncensored-gre157,https://www.busfan.club/uncensored/genre/gre157,襪,ストッキング,Stocking,襪,
uncensored-gre043,https://www.busfan.club/uncensored/genre/gre043,外觀相似,そっくりさん,そっくりさん,外觀相似,
uncensored-ee,https://www.busfan.club/uncensored/genre/ee,外遇,浮気,浮気,外遇,
14,https://www.busfan.club/genre/14,玩具,おもちゃ,Sex Toys,玩具,
uncensored-gre122,https://www.busfan.club/uncensored/genre/gre122,玩具,おもちゃ,おもちゃ,玩具,
uncensored-gre113,https://www.busfan.club/uncensored/genre/gre113,玩弄肛門,アナル玩弄,Anal toying,玩弄肛門,
uncensored-f8,https://www.busfan.club/uncensored/genre/f8,晚禮服,ドレス,ドレス,晚禮服,
uncensored-gre054,https://www.busfan.club/uncensored/genre/gre054,網襪,網タイツ,Net tights,網襪,
3w,https://www.busfan.club/genre/3w,妄想,妄想,Daydream,妄想,
f5,https://www.busfan.club/genre/f5,妄想族,妄想族,妄想族,妄想族,
uncensored-gre072,https://www.busfan.club/uncensored/genre/gre072,微乳,微乳,微乳,微乳,
81,https://www.busfan.club/genre/81,為智能手機推薦垂直視頻,スマホ推奨縦動画,Recommended vertical video for smartphone,手机视频,
uncensored-gre056,https://www.busfan.club/uncensored/genre/gre056,圍裙,エプロン,エプロン,圍裙,
4z,https://www.busfan.club/genre/4z,猥褻穿著,着エロ,Non-nude Erotica,猥亵穿着,
6j,https://www.busfan.club/genre/6j,温泉,温泉,Hot Spring,温泉,
uncensored-gre150,https://www.busfan.club/uncensored/genre/gre150,溫泉,温泉,温泉,溫泉,
uncensored-gc,https://www.busfan.club/uncensored/genre/gc,問卷,アンケート,アンケート,問卷,
uncensored-vn,https://www.busfan.club/uncensored/genre/vn,問題,質問,質問,問題,
uncensored-wh,https://www.busfan.club/uncensored/genre/wh,屋頂,屋上,屋上,屋頂,
22,https://www.busfan.club/genre/22,無毛,パイパン,Shaved Pussy,无毛,
uncensored-gre070,https://www.busfan.club/uncensored/genre/gre070,無毛,パイパン,shaved,無毛,
uncensored-gre164,https://www.busfan.club/uncensored/genre/gre164,無套,生ハメ・生姦,生ハメ・生姦,無套,
uncensored-gre159,https://www.busfan.club/uncensored/genre/gre159,西裝,ブレザー,Blazer,西裝,
uncensored-gre096,https://www.busfan.club/uncensored/genre/gre096,吸精,掃除,掃除,吸精,
uncensored-gre002,https://www.busfan.club/uncensored/genre/gre002,洗澡,風呂,風呂,洗澡,
4u,https://www.busfan.club/genre/4u,戲劇,ドラマ,Drama,戏剧,
uncensored-ap,https://www.busfan.club/uncensored/genre/ap,下流,卑猥,卑猥,下流,
uncensored-io,https://www.busfan.club/uncensored/genre/io,下午,昼下がり,昼下がり,下午,
53,https://www.busfan.club/genre/53,限時降價,期間限定セール,Sale (limited time),,
uncensored-yk,https://www.busfan.club/uncensored/genre/yk,項圈,首輪,collar(BDSM),項圈,
uncensored-gre095,https://www.busfan.club/uncensored/genre/gre095,小便,放尿,放尿,小便,
uncensored-ad,https://www.busfan.club/uncensored/genre/ad,小姐,キャバ嬢,キャバ嬢,小姐,
uncensored-gz,https://www.busfan.club/uncensored/genre/gz,小麥色,小麦肌,小麦肌,小麥色,
a,https://www.busfan.club/genre/a,校服,学生服,School Uniform,校服,
uncensored-gre046,https://www.busfan.club/uncensored/genre/gre046,新婚,新婚夫婦,新婚夫婦,新婚,
uncensored-gre014,https://www.busfan.club/uncensored/genre/gre014,新年,年間,年間,新年,
2z,https://www.busfan.club/genre/2z,新娘、年輕妻子,花嫁・若妻,Young Wife,新娘、年轻妻子,
uncensored-gre020,https://www.busfan.club/uncensored/genre/gre020,新人,新人,新人,新人,
uncensored-gre033,https://www.busfan.club/uncensored/genre/gre033,新手,初AV,初AV,新手,
5m,https://www.busfan.club/genre/5m,性愛,エロス,Eros,性爱,
uncensored-7z,https://www.busfan.club/uncensored/genre/7z,性伴侶,セフレ,セフレ,性伴侶,
80,https://www.busfan.club/genre/80,性別轉型·女性化,性転換・女体化,Gender transformation·feminization,性转·女性化,
uncensored-gre073,https://www.busfan.club/uncensored/genre/gre073,性感,セクシー,セクシー,性感,
49,https://www.busfan.club/genre/49,性感的,セクシー,Sexy,性感的,
3b,https://www.busfan.club/genre/3b,性奴,調教・奴隷,Sex Slave,性奴,
35,https://www.busfan.club/genre/35,性騷擾,痴漢,Molester,性骚扰,
ec,https://www.busfan.club/genre/ec,胸チラ,胸チラ,胸チラ,露胸,
uncensored-19t,https://www.busfan.club/uncensored/genre/19t,休閒裝,普段着,普段着,休閒裝,
3y,https://www.busfan.club/genre/3y,羞恥,羞恥,Shame,羞耻,
uncensored-gre018,https://www.busfan.club/uncensored/genre/gre018,羞恥,破廉恥,破廉恥,羞恥,
uncensored-11i,https://www.busfan.club/uncensored/genre/11i,懸掛,吊り下げ・磔,Hung ceiling,懸掛,
uncensored-gre031,https://www.busfan.club/uncensored/genre/gre031,學生,女子校生,女子校生,學生,
65,https://www.busfan.club/genre/65,學生（其他）,学生（その他）,Student (Other),学生（其他）,
uncensored-7k,https://www.busfan.club/uncensored/genre/7k,學校,学校,学校,學校,
l,https://www.busfan.club/genre/l,學校泳裝,競泳・スクール水着,School Swimsuits,学校泳装,
3t,https://www.busfan.club/genre/3t,學校作品,学園もの,School,学校作品,
36,https://www.busfan.club/genre/36,鴨嘴,クスコ,Gyno Exam,鸭嘴,
uncensored-gre104,https://www.busfan.club/uncensored/genre/gre104,鴨嘴,クスコ,Cusco,鴨嘴,
uncensored-e5,https://www.busfan.club/uncensored/genre/e5,壓力,ストレス,ストレス,壓力,
5f,https://www.busfan.club/genre/5f,亞洲女演員,アジア女優,Asian Actress,亚洲女演员,
4w,https://www.busfan.club/genre/4w,顏面騎乘,顔面騎乗,Face Sitting,颜面骑乘,
5,https://www.busfan.club/genre/5,顏射,顔射,Facial,颜射,
n,https://www.busfan.club/genre/n,顏射,ぶっかけ,BUKKAKE,颜射,
uncensored-gre088,https://www.busfan.club/uncensored/genre/gre088,顏射,顔射,Facial Cumshot,顏射,
8,https://www.busfan.club/genre/8,眼鏡,めがね,Glasses,眼镜,
uncensored-gre061,https://www.busfan.club/uncensored/genre/gre061,眼鏡,めがね,めがね,眼鏡,
uncensored-12d,https://www.busfan.club/uncensored/genre/12d,眼淚,本気泣き,tears,眼淚,
uncensored-gre055,https://www.busfan.club/uncensored/genre/gre055,眼罩,目隠し,Eye Bandage,眼罩,
uncensored-gre063,https://www.busfan.club/uncensored/genre/gre063,陽具腰帶,ペニパン,ペニパン,陽具腰帶,
uncensored-140,https://www.busfan.club/uncensored/genre/140,陽台,ベランダ,Porch,陽台,
1l,https://www.busfan.club/genre/1l,藥物,ドラッグ,Drugs,药物,
uncensored-gre129,https://www.busfan.club/uncensored/genre/gre129,野外,野外,Outdoors,野外,
1i,https://www.busfan.club/genre/1i,野外・露出,野外・露出,Outdoor,野外・露出,
16,https://www.busfan.club/genre/16,業餘,素人,Amateur,业余,
uncensored-gre045,https://www.busfan.club/uncensored/genre/gre045,醫生,女医,女医,醫生,
uncensored-gre151,https://www.busfan.club/uncensored/genre/gre151,醫院,病院,病院,醫院,
29,https://www.busfan.club/genre/29,已婚婦女,人妻,Married Woman,已婚妇女,
uncensored-102,https://www.busfan.club/uncensored/genre/102,椅子,椅子,椅子,椅子,
uncensored-gre136,https://www.busfan.club/uncensored/genre/gre136,異物插入,異物挿入,Foreign,異物插入,
uncensored-122,https://www.busfan.club/uncensored/genre/122,陰道放入食物,マンコに食物入れ,food in pussy,陰道放入食物,
uncensored-gre130,https://www.busfan.club/uncensored/genre/gre130,陰道觀察,クスコ膣内見せ,speculum,陰道觀察,
uncensored-10p,https://www.busfan.club/uncensored/genre/10p,陰道擴張,クスコ開帳,クスコ開帳,陰道擴張,
uncensored-gre117,https://www.busfan.club/uncensored/genre/gre117,陰屁,マン屁,マン屁,陰屁,
uncensored-gre009,https://www.busfan.club/uncensored/genre/gre009,淫蕩,マンネリ,マンネリ,淫蕩,
uncensored-3x,https://www.busfan.club/uncensored/genre/3x,淫亂,淫乱,淫乱,淫亂,
24,https://www.busfan.club/genre/24,淫語,淫語,Dirty Talk,淫语,
uncensored-1cw,https://www.busfan.club/uncensored/genre/1cw,淫語,淫語責め,Verbal Seduction,淫語,
uncensored-1o,https://www.busfan.club/uncensored/genre/1o,淫語,淫語,speaking erotic word,淫語,
ey,https://www.busfan.club/genre/ey,飲み会・合コン,飲み会・合コン,飲み会・合コン,酒会・联谊会,
1p,https://www.busfan.club/genre/1p,飲尿,飲尿,Golden Shower,饮尿,
uncensored-gre053,https://www.busfan.club/uncensored/genre/gre053,泳衣,水着,水着,泳衣,
9,https://www.busfan.club/genre/9,泳裝,水着,Swimsuits,泳装,
6c,https://www.busfan.club/genre/6c,遊戲的真人版,ゲーム実写版,Live Game Filming Edition,游戏真人版,
uncensored-3a,https://www.busfan.club/uncensored/genre/3a,游泳池,プール,プール,游泳池,
uncensored-6p,https://www.busfan.club/uncensored/genre/6p,誘惑,誘惑,誘惑,誘惑,
uncensored-gre148,https://www.busfan.club/uncensored/genre/gre148,浴室,ソープ,ソープ,浴室,
uncensored-gre052,https://www.busfan.club/uncensored/genre/gre052,浴衣和服,浴衣・着物,浴衣・着物,浴衣和服,
uncensored-au,https://www.busfan.club/uncensored/genre/au,慾求不滿,欲求不満,欲求不満,慾求不滿,
6l,https://www.busfan.club/genre/6l,原作コラボ,原作コラボ,Original Collaboration,原作真人版,
uncensored-gre139,https://www.busfan.club/uncensored/genre/gre139,遠程操作,遠隔操作,遠隔操作,遠程操作,
uncensored-8w,https://www.busfan.club/uncensored/genre/8w,願望,願い,願い,願望,
uncensored-gre005,https://www.busfan.club/uncensored/genre/gre005,約會,デート,デート,約會,
uncensored-sv,https://www.busfan.club/uncensored/genre/sv,岳母,義母,義母,岳母,
7i,https://www.busfan.club/genre/7i,孕ませ,孕ませ,孕ませ,孕育,
15,https://www.busfan.club/genre/15,孕婦,妊婦,Pregnant,孕妇,
uncensored-gre038,https://www.busfan.club/uncensored/genre/gre038,孕婦,妊娠,妊娠,孕婦,
4d,https://www.busfan.club/genre/4d,運動,スポーツ,Sports,运动,
uncensored-gre155,https://www.busfan.club/uncensored/genre/gre155,運動系,アスリート系,Athlete,運動系,
uncensored-vr,https://www.busfan.club/uncensored/genre/vr,再會,再会,再会,再會,
6u,https://www.busfan.club/genre/6u,早漏,早漏,Premature Ejaculation,早漏,
uncensored-2c,https://www.busfan.club/uncensored/genre/2c,早洩,早抜き,早抜き,早洩,
1v,https://www.busfan.club/genre/1v,展場女孩,キャンギャル,Campaign Girl,展场女孩,
uncensored-gre107,https://www.busfan.club/uncensored/genre/gre107,站立位,駅弁,駅弁,站立位,
uncensored-tc,https://www.busfan.club/uncensored/genre/tc,站立姿勢,立位,立位,站立姿勢,
uncensored-yg,https://www.busfan.club/uncensored/genre/yg,丈夫,夫,夫,丈夫,
62,https://www.busfan.club/genre/62,折磨,拷問,Torture,折磨,
uncensored-6,https://www.busfan.club/uncensored/genre/6,振動,バイブ,バイブ,振動,
4y,https://www.busfan.club/genre/4y,正太控,ショタ,Shotacon,正太控,
uncensored-gre041,https://www.busfan.club/uncensored/genre/gre041,職員,キャリアウーマン,キャリアウーマン,職員,
uncensored-gre098,https://www.busfan.club/uncensored/genre/gre098,指法,指マン,指マン,指法,
3i,https://www.busfan.club/genre/3i,制服,制服,Uniform,制服,
uncensored-2,https://www.busfan.club/uncensored/genre/2,制服,制服,制服,制服,
uncensored-ab,https://www.busfan.club/uncensored/genre/ab,治癒系,癒し系,Heal,治癒系,
4,https://www.busfan.club/genre/4,中出,中出し,Creampie,中出,
uncensored-jm,https://www.busfan.club/uncensored/genre/jm,主動,積極的,積極的,主動,
uncensored-gre037,https://www.busfan.club/uncensored/genre/gre037,主婦,主婦,主婦,主婦,
4m,https://www.busfan.club/genre/4m,主觀視角,主観,POV,主观视角,
uncensored-wd,https://www.busfan.club/uncensored/genre/wd,住一宿,一泊,一泊,住一宿,
uncensored-zu,https://www.busfan.club/uncensored/genre/zu,住宅,住宅,住宅,住宅,
uncensored-8e,https://www.busfan.club/uncensored/genre/8e,注視,目線,目線,注視,
uncensored-x4,https://www.busfan.club/uncensored/genre/x4,桌子,テーブル,テーブル,桌子,
4c,https://www.busfan.club/genre/4c,子宮頸,ポルチオ,G-Spot,子宫颈,
h,https://www.busfan.club/genre/h,自慰,オナニー,Masturbation,自慰,
uncensored-gre085,https://www.busfan.club/uncensored/genre/gre085,自慰,オナニー,masterbation,自慰,
sub,https://www.busfan.club/genre/sub,字幕,字幕,Subtitle,, 这部影片有字幕，不代表最终下载的影片有字幕
uncensored-sub,https://www.busfan.club/uncensored/genre/sub,字幕,字幕,Subtile,字幕,
4j,https://www.busfan.club/genre/4j,足交,足コキ,Footjob,足交,
uncensored-5u,https://www.busfan.club/uncensored/genre/5u,足交,足コキ,footjob,足交,
uncensored-gre143,https://www.busfan.club/uncensored/genre/gre143,最佳合集,ベスト、総集編,ベスト、総集編,最佳合集,
uncensored-sb,https://www.busfan.club/uncensored/genre/sb,做家務,家事,家事,做家務,
