id,url,zh_cn,zh_tw,en,ja,translate,note
b92082aa6a4093d6,https://avsox.website/cn/genre/b92082aa6a4093d6,通奸,不倫,不倫,不倫,通奸,
9dc4693a516cdb6a,https://avsox.website/cn/genre/9dc4693a516cdb6a,邻居,ご近所,ご近所,ご近所,邻居,
8936c2135b834533,https://avsox.website/cn/genre/8936c2135b834533,酒店,ホテル,ホテル,ホテル,酒店,
7f4e92b7d5e3668e.58fae56fc44e4067.a15808ba0d3adc77,https://avsox.website/cn/genre/7f4e92b7d5e3668e.58fae56fc44e4067.a15808ba0d3adc77,野外,野外,野外,野外,野外,
c83fa051aee5fc31.1e81e7754b8fe47a,https://avsox.website/cn/genre/c83fa051aee5fc31.1e81e7754b8fe47a,长发,黒髪ロング,黒髪ロング,黒髪ロング,长发,
759c994fd3bbd961,https://avsox.website/cn/genre/759c994fd3bbd961,门口,玄関,玄関,玄関,门口,
0e8546fa23057a3a,https://avsox.website/cn/genre/0e8546fa23057a3a,问卷,アンケート,アンケート,アンケート,问卷,
5dc856cb63046815,https://avsox.website/cn/genre/5dc856cb63046815,问题,質問,質問,質問,问题,
ad81845a38967c54.eabea58cd0708a93,https://avsox.website/cn/genre/ad81845a38967c54.eabea58cd0708a93,阳具腰带,ペニパン,ペニパン,ペニパン,阳具腰带,
ceebf03909972d9a,https://avsox.website/cn/genre/ceebf03909972d9a,阳台,痴女,ベランダ,ベランダ,阳台,
fbbc8a594994e114.889522e3270cd8b3,https://avsox.website/cn/genre/fbbc8a594994e114.889522e3270cd8b3,阴屁,マン屁,マン屁,マン屁,阴屁,
ac9ff55c75621ad0,https://avsox.website/cn/genre/ac9ff55c75621ad0,阴道扩张,クスコ開帳,クスコ開帳,クスコ開帳,阴道扩张,
55ce5947f5aaa332,https://avsox.website/cn/genre/55ce5947f5aaa332,阴道放入食物,マンコに食物入れ,マンコに食物入れ,マンコに食物入れ,阴道放入食物,
e0f77a87ff33596c.c9715ef53f8c8c5e.3cb6303c1be95231,https://avsox.website/cn/genre/e0f77a87ff33596c.c9715ef53f8c8c5e.3cb6303c1be95231,阴道观察,クスコ膣内見せ,クスコ膣内見せ,クスコ膣内見せ,阴道观察,
413099ac7f2ce45e,https://avsox.website/cn/genre/413099ac7f2ce45e,附近,近所,近所,近所,附近,
e619cc4e48c8cc20.f6d35ab18a708657.25eac8d34ce07a91,https://avsox.website/cn/genre/e619cc4e48c8cc20.f6d35ab18a708657.25eac8d34ce07a91,露出,野外露出,Exhibition,野外露出,露出,
780a3c8e48b202ce,https://avsox.website/cn/genre/780a3c8e48b202ce,面具,仮面,仮面,仮面,面具,
b89a94154b8214b4,https://avsox.website/cn/genre/b89a94154b8214b4,面具男,覆面男（マスク含）,覆面男（マスク含）,覆面男（マスク含）,面具男,
6ed4c51058cfae58.9139e9a22884abaa,https://avsox.website/cn/genre/6ed4c51058cfae58.9139e9a22884abaa,面试,面接,面接,面接,面试,
45dd775797080f24,https://avsox.website/cn/genre/45dd775797080f24,鞭打,鞭,鞭,鞭,鞭打,
6261d527a8155e4e,https://avsox.website/cn/genre/6261d527a8155e4e,项圈,ティーン,Teens,首輪,项圈,
920c9a507dc38610,https://avsox.website/cn/genre/920c9a507dc38610,顺从,おしとやか・何でもイイナリ,Quiet / Obedient,おしとやか・何でもイイナリ,顺从,
d897725af1e1bb9b,https://avsox.website/cn/genre/d897725af1e1bb9b,颈链,首かせ,choker,首かせ,颈链,
bfcaa1b424700e19.146cb814900f6b36.5320c6e93f5f16d6.2469223f38900293,https://avsox.website/cn/genre/bfcaa1b424700e19.146cb814900f6b36.5320c6e93f5f16d6.2469223f38900293,颜射,顔射,Cum-on-Face,顔射,颜射,
41649f24fb1eedd4,https://avsox.website/cn/genre/41649f24fb1eedd4,风格出众,スタイル抜群,スタイル抜群,スタイル抜群,风格出众,
4fb4e70c595ecd77.2efcc0a03bfa0f8c.e006aeab06b23d42,https://avsox.website/cn/genre/4fb4e70c595ecd77.2efcc0a03bfa0f8c.e006aeab06b23d42,首次,初裏,Debut,初裏,首次,
66022b7030b6024f,https://avsox.website/cn/genre/66022b7030b6024f,首次作品,初裏作品,初裏作品,初裏作品,首次作品,
d266f1dbbfa14864,https://avsox.website/cn/genre/d266f1dbbfa14864,首次内射,人生初中出し,人生初中出し,人生初中出し,首次内射,
eba7fa45f5b28c35,https://avsox.website/cn/genre/eba7fa45f5b28c35,首次肛交,アナル処女強奪,アナル処女強奪,アナル処女強奪,首次肛交,
aa519b735e04e301.4e31d0cf5b53cf64.0ce8774102c6d68c,https://avsox.website/cn/genre/aa519b735e04e301.4e31d0cf5b53cf64.0ce8774102c6d68c,骑乘位,初代令和ブラザーズ,騎乗位,騎乗位,骑乘位,
4d0aa1f27ee6abd3,https://avsox.website/cn/genre/4d0aa1f27ee6abd3,骑乘内射,騎乗位中出し,騎乗位中出し,騎乗位中出し,骑乘内射,
c14e64bf5a834c44.9aac826bbfb219f8,https://avsox.website/cn/genre/c14e64bf5a834c44.9aac826bbfb219f8,骑在脸上,顔面騎乗,顔面騎乗,顔面騎乗,骑在脸上,
927de6f12d1523db,https://avsox.website/cn/genre/927de6f12d1523db,骗奸,騙姦,騙姦,騙姦,骗奸,
6cb2e658508e1c2e.c4a6fbb74b32335a,https://avsox.website/cn/genre/6cb2e658508e1c2e.c4a6fbb74b32335a,高个子,長身,Tall,長身,高个子,
b68ddb2a2623e0cc,https://avsox.website/cn/genre/b68ddb2a2623e0cc,高手,タレント,タレント,タレント,高手,
f08bfd4645689f20.2d96c2dfb81511cd,https://avsox.website/cn/genre/f08bfd4645689f20.2d96c2dfb81511cd,高潮,アクメ,アクメ,アクメ,高潮,
01f26f7a98906878,https://avsox.website/cn/genre/01f26f7a98906878,鬼混,ピチピチ,ピチピチ,ピチピチ,鬼混,
c6075b2c2a061b5f,https://avsox.website/cn/genre/c6075b2c2a061b5f,魔女,魔女,魔女,魔女,魔女,
130a4109f4798852.fe4d340d38652310,https://avsox.website/cn/genre/130a4109f4798852.fe4d340d38652310,鸭嘴,クスコ,Cusco,クスコ,鸭嘴,
8db569e69b30118c.6bae67715d3002c5,https://avsox.website/cn/genre/8db569e69b30118c.6bae67715d3002c5,黑人,黒人とSEX,黒人とSEX,黒人とSEX,黑人,
186e965d332a9cd5,https://avsox.website/cn/genre/186e965d332a9cd5,黑发,黒髪,Black Hair,黒髪,黑发,
