id,url,zh_tw,en,translate,note
tags?c1=291,https://javdb521.com/tags?c1=291,韓國,Korean,韩国,
tags?c5=46,https://javdb521.com/tags?c5=46,顏射,Facials,颜射,
uncensored?c2=8,https://javdb521.com/tags/uncensored?c2=8,顏射,Facial,颜射,
uncensored?c2=38,https://javdb521.com/tags/uncensored?c2=38,顏射,Facial,颜射,
western?c2=11,https://javdb521.com/tags/western?c2=11,顏射,Facial,颜射,
uncensored?c2=64,https://javdb521.com/tags/uncensored?c2=64,顏面騎乘,Facesitting,顏面騎乘,
western?c2=36,https://javdb521.com/tags/western?c2=36,顏面騎乘,Face Sitting,顏面騎乘,
tags?c2=274,https://javdb521.com/tags?c2=274,飛特族,Freeter,飞特族,
tags?c5=209,https://javdb521.com/tags?c5=209,食糞,Coprophagy,食粪,
tags?c5=195,https://javdb521.com/tags?c5=195,飲尿,Piss Drinking,饮尿,
tags?c2=383,https://javdb521.com/tags?c2=383,養女,Adopted daughter,養女,
tags?c7=370,https://javdb521.com/tags?c7=370,養尊處優,Pampering,養尊處優,
western?c4=126,https://javdb521.com/tags/western?c4=126,餐廳,Restaurant,餐廳,
tags?c7=80,https://javdb521.com/tags?c7=80,首次亮相,Debut Production,首次亮相,
uncensored?c2=33,https://javdb521.com/tags/uncensored?c2=33,首次亮相,First appearance,首次亮相,
tags?c5=197,https://javdb521.com/tags?c5=197,騎乗位,Facesitting,骑乘位,
uncensored?c2=40,https://javdb521.com/tags/uncensored?c2=40,騎乘位,Cowgirl,騎乘位,
western?c2=7,https://javdb521.com/tags/western?c2=7,騎乘位,Riding,騎乘位,
western?c0=51,https://javdb521.com/tags/western?c0=51,騙色,Cheating,騙色,
uncensored?c4=116,https://javdb521.com/tags/uncensored?c4=116,體育Cosplay,Sports Cosplay,體育Cosplay,
tags?c2=1,https://javdb521.com/tags?c2=1,高中女生,School Girls,高中女生,
tags?c4=62,https://javdb521.com/tags?c4=62,高挑,Tall,高,
uncensored?c3=92,https://javdb521.com/tags/uncensored?c3=92,高挑身材,Tall girl,高挑身材,
tags?c3=352,https://javdb521.com/tags?c3=352,高跟鞋,High heels,高跟鞋,
uncensored?c4=296,https://javdb521.com/tags/uncensored?c4=296,高跟鞋,High heel,高跟鞋,
western?c3=55,https://javdb521.com/tags/western?c3=55,高跟鞋,Heels,高跟鞋,
tags?c1=185,https://javdb521.com/tags?c1=185,魔鬼系,Evil,魔鬼系,
tags?c6=179,https://javdb521.com/tags?c6=179,鴨嘴,Speculum,鸭嘴,
tags?c2=137,https://javdb521.com/tags?c2=137,黑人演員,Black Actor,黑人演员,
western?c1=52,https://javdb521.com/tags/western?c1=52,黑人美女,Ebony,黑人美女,
tags?c1=349,https://javdb521.com/tags?c1=349,黑白配,BlackNWhite,黑白配,
western?c1=39,https://javdb521.com/tags/western?c1=39,黑髮,Black Hair,黑髮,
tags?c6=380,https://javdb521.com/tags?c6=380,鼻鉤,Nose hook,鼻鉤,
uncensored?c2=37,https://javdb521.com/tags/uncensored?c2=37,龜甲捆綁,Tied turtle,龟甲捆绑,
